Gene	gene_length
ENSDARG00000027322	5055
ENSDARG00000027345	2368
ENSDARG00000027353	4774
ENSDARG00000027355	1434
ENSDARG00000027357	1888
ENSDARG00000027360	1182
ENSDARG00000027381	5554
ENSDARG00000027391	1257
ENSDARG00000027394	8311
ENSDARG00000027397	5862
ENSDARG00000027403	5028
ENSDARG00000027418	1744
ENSDARG00000027419	5063
ENSDARG00000027423	6460
ENSDARG00000027424	1421
ENSDARG00000027428	1619
ENSDARG00000027461	2569
ENSDARG00000027465	1731
ENSDARG00000027469	2558
ENSDARG00000027472	623
ENSDARG00000027491	1868
ENSDARG00000027495	2533
ENSDARG00000027497	5647
ENSDARG00000027500	4352
ENSDARG00000027501	4996
ENSDARG00000027523	2529
ENSDARG00000027529	1737
ENSDARG00000027538	1499
ENSDARG00000027547	1108
ENSDARG00000027552	2171
ENSDARG00000027564	2564
ENSDARG00000027572	1555
ENSDARG00000027582	1626
ENSDARG00000027584	1923
ENSDARG00000027586	5806
ENSDARG00000027587	1111
ENSDARG00000027589	2846
ENSDARG00000027590	2299
ENSDARG00000027595	1287
ENSDARG00000027599	1373
ENSDARG00000027600	2373
ENSDARG00000027602	2061
ENSDARG00000027609	5510
ENSDARG00000027611	5425
ENSDARG00000027612	1328
ENSDARG00000027618	5001
ENSDARG00000027620	2140
ENSDARG00000027638	2067
ENSDARG00000027639	2378
ENSDARG00000027649	2913
ENSDARG00000027657	1217
ENSDARG00000027658	1805
ENSDARG00000027676	899
ENSDARG00000027687	1663
ENSDARG00000027689	3561
ENSDARG00000027699	1489
ENSDARG00000027710	2047
ENSDARG00000027724	2896
ENSDARG00000027734	4709
ENSDARG00000027738	3718
ENSDARG00000027740	3791
ENSDARG00000027744	1603
ENSDARG00000027749	1948
ENSDARG00000027750	2228
ENSDARG00000027777	2333
ENSDARG00000027797	4569
ENSDARG00000027799	580
ENSDARG00000027803	1482
ENSDARG00000027807	2213
ENSDARG00000027813	4126
ENSDARG00000027822	1930
ENSDARG00000027824	450
ENSDARG00000027825	2764
ENSDARG00000027826	1634
ENSDARG00000027828	5338
ENSDARG00000027851	3418
ENSDARG00000027867	3236
ENSDARG00000027887	2048
ENSDARG00000027899	2035
ENSDARG00000027903	6385
ENSDARG00000027907	1853
ENSDARG00000027915	2009
ENSDARG00000027916	2763
ENSDARG00000027930	2014
ENSDARG00000027933	2760
ENSDARG00000027938	2213
ENSDARG00000027940	3520
ENSDARG00000027957	3311
ENSDARG00000027963	2915
ENSDARG00000027966	1079
ENSDARG00000027978	4731
ENSDARG00000027984	1574
ENSDARG00000027986	1574
ENSDARG00000027992	2022
ENSDARG00000028000	4477
ENSDARG00000028012	993
ENSDARG00000028017	1587
ENSDARG00000028027	1518
ENSDARG00000028048	1789
ENSDARG00000028053	5348
ENSDARG00000028058	4938
ENSDARG00000028066	2475
ENSDARG00000028067	2641
ENSDARG00000028071	3800
ENSDARG00000028082	1772
ENSDARG00000028086	3863
ENSDARG00000028087	2409
ENSDARG00000028088	1529
ENSDARG00000028096	1945
ENSDARG00000028098	1932
ENSDARG00000028099	2221
ENSDARG00000028106	1610
ENSDARG00000028118	7599
ENSDARG00000028119	2618
ENSDARG00000028131	1929
ENSDARG00000028148	5138
ENSDARG00000028159	2095
ENSDARG00000028163	2867
ENSDARG00000028164	1010
ENSDARG00000028173	6745
ENSDARG00000028192	603
ENSDARG00000028198	2102
ENSDARG00000028201	1173
ENSDARG00000028213	98586
ENSDARG00000028222	2639
ENSDARG00000028228	7068
ENSDARG00000028257	1680
ENSDARG00000028259	4704
ENSDARG00000028275	1614
ENSDARG00000028276	517
ENSDARG00000028295	2085
ENSDARG00000028306	3270
ENSDARG00000028321	1273
ENSDARG00000028322	4937
ENSDARG00000028327	2179
ENSDARG00000028333	2079
ENSDARG00000028335	3564
ENSDARG00000028336	1247
ENSDARG00000028346	2298
ENSDARG00000028348	1428
ENSDARG00000028354	3376
ENSDARG00000028367	2777
ENSDARG00000028379	1413
ENSDARG00000028386	4857
ENSDARG00000028389	6889
ENSDARG00000028393	3359
ENSDARG00000028396	4388
ENSDARG00000028401	2174
ENSDARG00000028431	4838
ENSDARG00000028442	1342
ENSDARG00000028448	4128
ENSDARG00000028469	2202
ENSDARG00000028475	3103
ENSDARG00000028478	938
ENSDARG00000028485	1163
ENSDARG00000028507	9247
ENSDARG00000028517	3455
ENSDARG00000028521	897
ENSDARG00000028523	618
ENSDARG00000028533	18720
ENSDARG00000028539	4054
ENSDARG00000028541	829
ENSDARG00000028542	4123
ENSDARG00000028546	2515
ENSDARG00000028552	4446
ENSDARG00000028559	1520
ENSDARG00000028581	2113
ENSDARG00000028583	1506
ENSDARG00000028586	1275
ENSDARG00000028614	1409
ENSDARG00000028618	1889
ENSDARG00000028625	3105
ENSDARG00000028628	1104
ENSDARG00000028659	702
ENSDARG00000028661	2485
ENSDARG00000028663	3539
ENSDARG00000028664	2375
ENSDARG00000028676	6570
ENSDARG00000028688	1390
ENSDARG00000028699	2780
ENSDARG00000028715	2796
ENSDARG00000028721	5464
ENSDARG00000028725	2781
ENSDARG00000028731	6267
ENSDARG00000028740	2104
ENSDARG00000028748	3689
ENSDARG00000028780	2092
ENSDARG00000028784	5444
ENSDARG00000028786	1490
ENSDARG00000028793	3511
ENSDARG00000028800	1366
ENSDARG00000028804	1188
ENSDARG00000028815	1081
ENSDARG00000028816	1506
ENSDARG00000028824	5044
ENSDARG00000028845	3096
ENSDARG00000028848	1938
ENSDARG00000028850	2469
ENSDARG00000028857	3579
ENSDARG00000028862	1106
ENSDARG00000028878	2812
ENSDARG00000028889	733
ENSDARG00000028894	1507
ENSDARG00000028896	1856
ENSDARG00000028899	2227
ENSDARG00000028900	5123
ENSDARG00000028912	3077
ENSDARG00000028937	3362
ENSDARG00000028943	2545
ENSDARG00000028949	3684
ENSDARG00000028957	1504
ENSDARG00000028971	6480
ENSDARG00000028973	1666
ENSDARG00000028976	2405
ENSDARG00000028982	3119
ENSDARG00000029003	950
ENSDARG00000029011	2371
ENSDARG00000029018	2357
ENSDARG00000029019	5516
ENSDARG00000029036	2501
ENSDARG00000029039	1308
ENSDARG00000029043	2134
ENSDARG00000029045	2448
ENSDARG00000029051	3757
ENSDARG00000029057	5595
ENSDARG00000029058	2220
ENSDARG00000029063	4888
ENSDARG00000029064	1117
ENSDARG00000029069	1433
ENSDARG00000029071	1545
ENSDARG00000029072	3369
ENSDARG00000029075	3066
ENSDARG00000029088	2703
ENSDARG00000029100	1695
ENSDARG00000029105	3769
ENSDARG00000029107	1023
ENSDARG00000029112	1538
ENSDARG00000029114	10049
ENSDARG00000029124	2877
ENSDARG00000029133	6714
ENSDARG00000029146	14024
ENSDARG00000029150	5522
ENSDARG00000029157	4659
ENSDARG00000029168	11194
ENSDARG00000029170	10098
ENSDARG00000029177	2870
ENSDARG00000029179	1791
ENSDARG00000029204	1928
ENSDARG00000029215	5489
ENSDARG00000029219	1554
ENSDARG00000029230	1654
ENSDARG00000029232	2790
ENSDARG00000029234	7083
ENSDARG00000029239	2294
ENSDARG00000029242	3078
ENSDARG00000029248	4976
ENSDARG00000029250	2352
ENSDARG00000029252	2595
ENSDARG00000029259	1606
ENSDARG00000029263	6575
ENSDARG00000029290	1556
ENSDARG00000029291	6935
ENSDARG00000029292	1867
ENSDARG00000029296	8055
ENSDARG00000029305	2933
ENSDARG00000029307	2416
ENSDARG00000029308	1452
ENSDARG00000029331	2245
ENSDARG00000029353	1609
ENSDARG00000029356	2243
ENSDARG00000029370	3239
ENSDARG00000029372	7508
ENSDARG00000029381	2130
ENSDARG00000029388	1547
ENSDARG00000029402	6381
ENSDARG00000029406	626
ENSDARG00000029415	1488
ENSDARG00000029431	1404
ENSDARG00000029432	1977
ENSDARG00000029439	4051
ENSDARG00000029443	1459
ENSDARG00000029445	896
ENSDARG00000029457	5650
ENSDARG00000029461	1420
ENSDARG00000029463	9140
ENSDARG00000029472	8947
ENSDARG00000029473	1547
ENSDARG00000029474	5440
ENSDARG00000029476	5052
ENSDARG00000029479	1824
ENSDARG00000029480	7814
ENSDARG00000029482	15939
ENSDARG00000029493	1819
ENSDARG00000029497	2862
ENSDARG00000029500	1490
ENSDARG00000029501	2727
ENSDARG00000029510	1704
ENSDARG00000029511	1610
ENSDARG00000029524	3576
ENSDARG00000029533	745
ENSDARG00000029544	1464
ENSDARG00000029546	1297
ENSDARG00000029556	8224
ENSDARG00000029569	1437
ENSDARG00000029581	1303
ENSDARG00000029587	1030
ENSDARG00000029596	1704
ENSDARG00000029600	3051
ENSDARG00000029609	2534
ENSDARG00000029612	1997
ENSDARG00000029615	1055
ENSDARG00000029621	2753
ENSDARG00000029635	2588
ENSDARG00000029639	1981
ENSDARG00000029660	1133
ENSDARG00000029663	1810
ENSDARG00000029668	5458
ENSDARG00000029671	3889
ENSDARG00000029688	2297
ENSDARG00000029689	5862
ENSDARG00000029692	1809
ENSDARG00000029695	1684
ENSDARG00000029710	1100
ENSDARG00000029718	3179
ENSDARG00000029720	1418
ENSDARG00000029722	1470
ENSDARG00000029724	1122
ENSDARG00000029729	2539
ENSDARG00000029747	2340
ENSDARG00000029751	1539
ENSDARG00000029761	2480
ENSDARG00000029764	6913
ENSDARG00000029766	2502
ENSDARG00000029768	5475
ENSDARG00000029783	8258
ENSDARG00000029795	1661
ENSDARG00000029803	1058
ENSDARG00000029818	6315
ENSDARG00000029822	1825
ENSDARG00000029830	720
ENSDARG00000029832	2972
ENSDARG00000029838	4201
ENSDARG00000029841	4081
ENSDARG00000029848	1910
ENSDARG00000029856	2213
ENSDARG00000029859	2056
ENSDARG00000029865	4042
ENSDARG00000029866	2000
ENSDARG00000029874	2267
ENSDARG00000029881	5168
ENSDARG00000029885	2713
ENSDARG00000029890	960
ENSDARG00000029894	1662
ENSDARG00000029898	2594
ENSDARG00000029905	1525
ENSDARG00000029907	1642
ENSDARG00000029911	3767
ENSDARG00000029928	2256
ENSDARG00000029930	978
ENSDARG00000029931	4083
ENSDARG00000029936	1723
ENSDARG00000029944	4071
ENSDARG00000029952	4908
ENSDARG00000029955	5292
ENSDARG00000029993	788
ENSDARG00000029995	2688
ENSDARG00000029997	532
ENSDARG00000030006	4329
ENSDARG00000030012	7510
ENSDARG00000030020	2581
ENSDARG00000030022	5199
ENSDARG00000030025	1980
ENSDARG00000030038	1954
ENSDARG00000030053	1946
ENSDARG00000030058	2878
ENSDARG00000030064	2551
ENSDARG00000030078	1787
ENSDARG00000030087	3243
ENSDARG00000030092	1723
ENSDARG00000030094	886
ENSDARG00000030095	4541
ENSDARG00000030097	1269
ENSDARG00000030104	3392
ENSDARG00000030106	2456
ENSDARG00000030107	28487
ENSDARG00000030108	1777
ENSDARG00000030110	1772
ENSDARG00000030114	1508
ENSDARG00000030116	4981
ENSDARG00000030125	5357
ENSDARG00000030129	1775
ENSDARG00000030133	1533
ENSDARG00000030139	1481
ENSDARG00000030153	5619
ENSDARG00000030154	5580
ENSDARG00000030155	3218
ENSDARG00000030156	3659
ENSDARG00000030157	4869
ENSDARG00000030161	2782
ENSDARG00000030163	939
ENSDARG00000030166	1239
ENSDARG00000030173	1791
ENSDARG00000030176	2689
ENSDARG00000030177	1314
ENSDARG00000030213	1525
ENSDARG00000030215	2066
ENSDARG00000030224	2097
ENSDARG00000030236	2146
ENSDARG00000030237	2389
ENSDARG00000030239	5208
ENSDARG00000030241	2213
ENSDARG00000030250	1797
ENSDARG00000030251	2138
ENSDARG00000030254	816
ENSDARG00000030262	1417
ENSDARG00000030263	2148
ENSDARG00000030265	4671
ENSDARG00000030267	1575
ENSDARG00000030269	1642
ENSDARG00000030270	1387
ENSDARG00000030278	1438
ENSDARG00000030289	6678
ENSDARG00000030297	5557
ENSDARG00000030307	3245
ENSDARG00000030311	2679
ENSDARG00000030326	2545
ENSDARG00000030335	5413
ENSDARG00000030340	3613
ENSDARG00000030347	1120
ENSDARG00000030349	1702
ENSDARG00000030350	1152
ENSDARG00000030357	3600
ENSDARG00000030364	2164
ENSDARG00000030367	3210
ENSDARG00000030368	3243
ENSDARG00000030376	9345
ENSDARG00000030394	2175
ENSDARG00000030402	1156
ENSDARG00000030408	1445
ENSDARG00000030411	981
ENSDARG00000030417	13041
ENSDARG00000030440	3151
ENSDARG00000030441	1788
ENSDARG00000030448	2851
ENSDARG00000030449	3535
ENSDARG00000030463	3184
ENSDARG00000030465	4719
ENSDARG00000030472	2157
ENSDARG00000030478	3914
ENSDARG00000030479	1724
ENSDARG00000030490	7639
ENSDARG00000030494	1891
ENSDARG00000030508	838
ENSDARG00000030512	3073
ENSDARG00000030514	4809
ENSDARG00000030530	2849
ENSDARG00000030532	6477
ENSDARG00000030537	2484
ENSDARG00000030547	3940
ENSDARG00000030560	6661
ENSDARG00000030563	1713
ENSDARG00000030573	1264
ENSDARG00000030583	2962
ENSDARG00000030588	2077
ENSDARG00000030591	1537
ENSDARG00000030598	1722
ENSDARG00000030602	3579
ENSDARG00000030604	2753
ENSDARG00000030608	3587
ENSDARG00000030614	5301
ENSDARG00000030616	3303
ENSDARG00000030621	1470
ENSDARG00000030626	2116
ENSDARG00000030630	1943
ENSDARG00000030632	2568
ENSDARG00000030633	7613
ENSDARG00000030634	1894
ENSDARG00000030636	875
ENSDARG00000030641	1656
ENSDARG00000030644	1995
ENSDARG00000030650	1294
ENSDARG00000030656	3172
ENSDARG00000030665	3146
ENSDARG00000030687	7231
ENSDARG00000030694	1330
ENSDARG00000030700	6863
ENSDARG00000030703	1889
ENSDARG00000030716	2116
ENSDARG00000030722	8291
ENSDARG00000030723	2843
ENSDARG00000030733	1674
ENSDARG00000030743	2738
ENSDARG00000030750	1672
ENSDARG00000030753	4113
ENSDARG00000030756	4896
ENSDARG00000030758	5369
ENSDARG00000030759	2730
ENSDARG00000030761	494
ENSDARG00000030765	1498
ENSDARG00000030775	4516
ENSDARG00000030778	1560
ENSDARG00000030781	1611
ENSDARG00000030782	3133
ENSDARG00000030786	1855
ENSDARG00000030789	2780
ENSDARG00000030803	1015
ENSDARG00000030804	2828
ENSDARG00000030805	1790
ENSDARG00000030824	5460
ENSDARG00000030830	4495
ENSDARG00000030832	7224
ENSDARG00000030839	1801
ENSDARG00000030844	2061
ENSDARG00000030867	1481
ENSDARG00000030871	3151
ENSDARG00000030872	1789
ENSDARG00000030881	1271
ENSDARG00000030887	2020
ENSDARG00000030896	1392
ENSDARG00000030905	2345
ENSDARG00000030913	6052
ENSDARG00000030914	1426
ENSDARG00000030915	1479
ENSDARG00000030932	2753
ENSDARG00000030933	5387
ENSDARG00000030938	2577
ENSDARG00000030945	8092
ENSDARG00000030949	1342
ENSDARG00000030954	2390
ENSDARG00000030957	1944
ENSDARG00000030961	2611
ENSDARG00000030964	2114
ENSDARG00000030967	7404
ENSDARG00000030972	2467
ENSDARG00000030975	3904
ENSDARG00000030980	877
ENSDARG00000030981	1549
ENSDARG00000030999	4604
ENSDARG00000031015	2415
ENSDARG00000031020	2231
ENSDARG00000031044	2817
ENSDARG00000031046	2047
ENSDARG00000031048	4853
ENSDARG00000031049	3205
ENSDARG00000031075	1343
ENSDARG00000031095	2642
ENSDARG00000031098	1807
ENSDARG00000031100	3708
ENSDARG00000031108	11203
ENSDARG00000031116	2076
ENSDARG00000031119	2592
ENSDARG00000031126	2246
ENSDARG00000031136	4399
ENSDARG00000031138	1216
ENSDARG00000031150	1288
ENSDARG00000031161	1993
ENSDARG00000031164	1616
ENSDARG00000031198	2188
ENSDARG00000031200	7723
ENSDARG00000031202	2934
ENSDARG00000031203	1793
ENSDARG00000031214	2757
ENSDARG00000031216	985
ENSDARG00000031222	3677
ENSDARG00000031228	4160
ENSDARG00000031240	10220
ENSDARG00000031243	1393
ENSDARG00000031246	1677
ENSDARG00000031248	1286
ENSDARG00000031261	1657
ENSDARG00000031269	3918
ENSDARG00000031278	2410
ENSDARG00000031283	2384
ENSDARG00000031293	1368
ENSDARG00000031299	1445
ENSDARG00000031302	2547
ENSDARG00000031307	3561
ENSDARG00000031316	1615
ENSDARG00000031317	1036
ENSDARG00000031325	3938
ENSDARG00000031336	2936
ENSDARG00000031337	1649
ENSDARG00000031343	3003
ENSDARG00000031345	2016
ENSDARG00000031346	1844
ENSDARG00000031348	1626
ENSDARG00000031359	1254
ENSDARG00000031366	1370
ENSDARG00000031372	2654
ENSDARG00000031382	3083
ENSDARG00000031383	1752
ENSDARG00000031387	1869
ENSDARG00000031388	2050
ENSDARG00000031420	1874
ENSDARG00000031422	1208
ENSDARG00000031426	3138
ENSDARG00000031427	2630
ENSDARG00000031434	3082
ENSDARG00000031435	1088
ENSDARG00000031438	2055
ENSDARG00000031463	3118
ENSDARG00000031483	3013
ENSDARG00000031489	1958
ENSDARG00000031494	9335
ENSDARG00000031495	2043
ENSDARG00000031496	8196
ENSDARG00000031506	2580
ENSDARG00000031511	1643
ENSDARG00000031533	1895
ENSDARG00000031534	4327
ENSDARG00000031540	2220
ENSDARG00000031548	4322
ENSDARG00000031560	2370
ENSDARG00000031562	1891
ENSDARG00000031587	2644
ENSDARG00000031588	16486
ENSDARG00000031598	1544
ENSDARG00000031600	1414
ENSDARG00000031616	1372
ENSDARG00000031618	1654
ENSDARG00000031632	2417
ENSDARG00000031637	5270
ENSDARG00000031647	6618
ENSDARG00000031649	795
ENSDARG00000031657	990
ENSDARG00000031658	8501
ENSDARG00000031664	1129
ENSDARG00000031678	5063
ENSDARG00000031680	1384
ENSDARG00000031681	1955
ENSDARG00000031683	1699
ENSDARG00000031693	2582
ENSDARG00000031698	3825
ENSDARG00000031702	3776
ENSDARG00000031709	8980
ENSDARG00000031712	2932
ENSDARG00000031720	6926
ENSDARG00000031731	815
ENSDARG00000031737	2283
ENSDARG00000031745	1590
ENSDARG00000031749	1068
ENSDARG00000031751	5171
ENSDARG00000031756	3175
ENSDARG00000031757	2810
ENSDARG00000031761	3242
ENSDARG00000031763	2113
ENSDARG00000031768	8351
ENSDARG00000031770	2516
ENSDARG00000031774	2380
ENSDARG00000031775	2968
ENSDARG00000031776	1493
ENSDARG00000031777	1953
ENSDARG00000031782	10552
ENSDARG00000031783	2744
ENSDARG00000031795	3704
ENSDARG00000031796	4795
ENSDARG00000031809	1357
ENSDARG00000031814	1572
ENSDARG00000031817	3089
ENSDARG00000031819	2841
ENSDARG00000031836	5451
ENSDARG00000031845	3033
ENSDARG00000031848	1581
ENSDARG00000031875	6032
ENSDARG00000031876	1638
ENSDARG00000031885	873
ENSDARG00000031886	4887
ENSDARG00000031888	3201
ENSDARG00000031890	2655
ENSDARG00000031891	2470
ENSDARG00000031894	4778
ENSDARG00000031907	4093
ENSDARG00000031911	3819
ENSDARG00000031915	2249
ENSDARG00000031929	2386
ENSDARG00000031930	763
ENSDARG00000031952	1490
ENSDARG00000031954	3011
ENSDARG00000031956	2958
ENSDARG00000031968	2583
ENSDARG00000031971	1886
ENSDARG00000031976	3428
ENSDARG00000031981	820
ENSDARG00000031983	2406
ENSDARG00000031985	6294
ENSDARG00000032005	1531
ENSDARG00000032010	3271
ENSDARG00000032013	2290
ENSDARG00000032037	1668
ENSDARG00000032039	1282
ENSDARG00000032043	1747
ENSDARG00000032049	6335
ENSDARG00000032056	3299
ENSDARG00000032072	2972
ENSDARG00000032077	2303
ENSDARG00000032079	2734
ENSDARG00000032083	2087
ENSDARG00000032087	1953
ENSDARG00000032098	1364
ENSDARG00000032102	1523
ENSDARG00000032103	6557
ENSDARG00000032114	3481
ENSDARG00000032116	4465
ENSDARG00000032117	2283
ENSDARG00000032126	2290
ENSDARG00000032129	2796
ENSDARG00000032131	2307
ENSDARG00000032155	5804
ENSDARG00000032156	878
ENSDARG00000032157	2128
ENSDARG00000032161	8808
ENSDARG00000032175	6883
ENSDARG00000032188	3055
ENSDARG00000032197	1826
ENSDARG00000032199	2558
ENSDARG00000032206	1861
ENSDARG00000032218	3759
ENSDARG00000032221	3155
ENSDARG00000032234	1413
ENSDARG00000032237	2855
ENSDARG00000032238	4454
ENSDARG00000032242	1909
ENSDARG00000032246	3069
ENSDARG00000032256	5452
ENSDARG00000032261	2649
ENSDARG00000032263	2075
ENSDARG00000032264	4514
ENSDARG00000032272	1340
ENSDARG00000032277	2171
ENSDARG00000032285	1855
ENSDARG00000032296	716
ENSDARG00000032298	1413
ENSDARG00000032317	6470
ENSDARG00000032318	2558
ENSDARG00000032319	1468
ENSDARG00000032324	5481
ENSDARG00000032326	1791
ENSDARG00000032327	4956
ENSDARG00000032340	1713
ENSDARG00000032344	7511
ENSDARG00000032353	1833
ENSDARG00000032369	2554
ENSDARG00000032372	3541
ENSDARG00000032373	3911
ENSDARG00000032380	1710
ENSDARG00000032389	1851
ENSDARG00000032405	1929
ENSDARG00000032426	2218
ENSDARG00000032430	3026
ENSDARG00000032431	875
ENSDARG00000032435	4387
ENSDARG00000032458	5488
ENSDARG00000032465	1770
ENSDARG00000032469	3081
ENSDARG00000032482	2759
ENSDARG00000032496	3791
ENSDARG00000032516	1398
ENSDARG00000032532	4425
ENSDARG00000032535	1594
ENSDARG00000032552	1387
ENSDARG00000032553	2315
ENSDARG00000032565	2994
ENSDARG00000032571	2876
ENSDARG00000032575	1720
ENSDARG00000032577	3677
ENSDARG00000032578	2650
ENSDARG00000032584	2051
ENSDARG00000032601	1359
ENSDARG00000032603	1739
ENSDARG00000032606	2021
ENSDARG00000032614	4910
ENSDARG00000032617	3132
ENSDARG00000032618	1537
ENSDARG00000032619	2279
ENSDARG00000032623	3564
ENSDARG00000032627	7401
ENSDARG00000032630	19942
ENSDARG00000032631	3881
ENSDARG00000032637	600
ENSDARG00000032639	1880
ENSDARG00000032650	3684
ENSDARG00000032651	5870
ENSDARG00000032653	4852
ENSDARG00000032704	4758
ENSDARG00000032705	2142
ENSDARG00000032708	1824
ENSDARG00000032714	3931
ENSDARG00000032725	1067
ENSDARG00000032737	3377
ENSDARG00000032743	1062
ENSDARG00000032746	980
ENSDARG00000032761	2112
ENSDARG00000032765	3759
ENSDARG00000032769	1921
ENSDARG00000032780	1214
ENSDARG00000032795	2334
ENSDARG00000032799	6132
ENSDARG00000032801	2568
ENSDARG00000032802	4518
ENSDARG00000032808	3912
ENSDARG00000032816	1712
ENSDARG00000032820	2988
ENSDARG00000032831	2078
ENSDARG00000032836	1855
ENSDARG00000032838	5672
ENSDARG00000032849	2576
ENSDARG00000032856	6475
ENSDARG00000032859	1240
ENSDARG00000032862	2519
ENSDARG00000032865	4210
ENSDARG00000032866	921
ENSDARG00000032868	5574
ENSDARG00000032876	2664
ENSDARG00000032885	1727
ENSDARG00000032896	1087
ENSDARG00000032919	1827
ENSDARG00000032929	1883
ENSDARG00000032932	2640
ENSDARG00000032933	4181
ENSDARG00000032951	3370
ENSDARG00000032959	1797
ENSDARG00000032963	1050
ENSDARG00000032970	709
ENSDARG00000032976	796
ENSDARG00000032985	661
ENSDARG00000032990	6490
ENSDARG00000032993	627
ENSDARG00000032997	1136
ENSDARG00000033009	2437
ENSDARG00000033012	13210
ENSDARG00000033020	1886
ENSDARG00000033029	11674
ENSDARG00000033042	5657
ENSDARG00000033046	1466
ENSDARG00000033056	1373
ENSDARG00000033071	1387
ENSDARG00000033089	721
ENSDARG00000033099	5851
ENSDARG00000033104	3386
ENSDARG00000033126	884
ENSDARG00000033134	1647
ENSDARG00000033138	979
ENSDARG00000033140	2138
ENSDARG00000033144	1706
ENSDARG00000033160	2926
ENSDARG00000033161	968
ENSDARG00000033170	1423
ENSDARG00000033171	1563
ENSDARG00000033172	3077
ENSDARG00000033175	598
ENSDARG00000033179	1956
ENSDARG00000033182	1896
ENSDARG00000033184	3514
ENSDARG00000033201	1201
ENSDARG00000033227	729
ENSDARG00000033231	2585
ENSDARG00000033234	2102
ENSDARG00000033251	3694
ENSDARG00000033259	5183
ENSDARG00000033273	2022
ENSDARG00000033285	1088
ENSDARG00000033296	1883
ENSDARG00000033307	3385
ENSDARG00000033320	1750
ENSDARG00000033327	7294
ENSDARG00000033345	7477
ENSDARG00000033355	2044
ENSDARG00000033361	4782
ENSDARG00000033364	1158
ENSDARG00000033367	1602
ENSDARG00000033370	635
ENSDARG00000033376	984
ENSDARG00000033380	2694
ENSDARG00000033382	2151
ENSDARG00000033411	1390
ENSDARG00000033413	2468
